obj1_feature_1,obj2_feature_1,obj1_feature_2,obj2_feature_2,obj1_feature_3,obj2_feature_3,obj1_feature_4,obj2_feature_4,collision
0,0,10,3,0.9838425867810141,0.0226161647001365,0,1,0
1,1,6,4,0.27249897615564467,0.4886747203934242,0,0,0
1,0,2,10,0.8440769996592691,0.013265657925704333,0,1,1
1,0,8,1,0.3331380351032426,0.10382217307470565,0,0,0
1,1,4,7,0.739667927264403,0.2947271166055344,0,0,1
1,1,9,9,0.44957268349285995,0.99813160854429,1,1,0
0,0,2,10,0.7588013769750974,0.009137379998046757,0,1,1
1,0,1,4,0.9737083865114687,0.6092869098084815,1,1,1
1,1,5,4,0.945439861640417,0.0909094026982682,0,0,0
0,1,2,3,0.6573044663380869,0.6210988360560517,1,0,0
1,0,7,8,0.7219568118946882,0.02213000186082148,1,0,1
0,1,7,6,0.329258611796002,0.897263454036875,1,1,0
1,0,2,8,0.41517574811726154,0.999250902569127,1,1,1
1,1,2,9,0.6644628881206259,0.1280719166538169,1,1,0
1,0,7,9,0.02548991419562363,0.06403301592707056,1,0,1
0,1,2,6,0.8920504881129512,0.2032141981637562,1,0,1
0,1,7,7,0.4601806117437478,0.4096671692879589,0,1,1
1,0,4,8,0.11560641341455813,0.9167964535167172,1,1,0
1,0,5,9,0.5255981774110128,0.18900890414984384,1,1,1
0,0,8,8,0.1715382207175109,0.1556632905377715,1,0,1
1,0,1,3,0.6326379303782506,0.6339910737358116,0,0,1
1,1,7,4,0.11844310741561248,0.6650963308175638,0,1,0
0,1,3,9,0.7168802423920134,0.11165789564074247,1,0,0
1,1,9,5,0.023584106681874273,0.4607444424700531,1,1,0
1,0,1,2,0.19468401302066118,0.09736586415153681,0,1,0
0,1,7,9,0.1175331750813049,0.08313556437419856,0,1,1
0,1,10,5,0.8989088780056024,0.6924453919337618,0,0,0
1,0,2,7,0.0912257305275892,0.38451531731748,1,0,0
0,1,7,8,0.9917413144323516,0.4209060968250877,0,1,0
0,0,1,10,0.8207007756995476,0.4956306722537216,1,1,0
